,game_date,home_team,away_team,city,distance_from_last_location_home_team,distance_from_last_location_away_team
45026,2018-07-05,SEA,ANA,Seattle,0.0,1088.5959671863218
45027,2018-07-06,ARI,SDN,Phoenix,0.0,481.91831795421524
45028,2018-07-06,CHN,CIN,Chicago,1911.921733357871,405.5294155055259
45029,2018-07-06,MIL,ATL,Milwaukee,2797.1600259564802,1075.7017562557248
45030,2018-07-06,NYN,TBA,New York,0.0,6896.363111635772
45031,2018-07-06,PIT,PHI,Pittsburgh,330.73691421020663,839.1684088950178
45032,2018-07-06,SFN,SLN,San Francisco,559.3369112665672,4139.030509038558
45033,2018-07-06,WAS,MIA,Washington,647.8501040029961,1484.7952207347034
45034,2018-07-06,ANA,LAN,Anaheim,590.7929464473488,39.06753002469757
45035,2018-07-06,CLE,OAK,Cleveland,3260.188257755617,3474.5850359737688
45036,2018-07-06,DET,TEX,Detroit,0.0,1632.731820083063
45037,2018-07-06,HOU,CHA,Houston,369.27131612542723,1038.7504153187713
45038,2018-07-06,KCA,BOS,Kansas City,0.0,7922.845523019674
45039,2018-07-06,MIN,BAL,Minneapolis,1511.137712694077,1511.137712694077
45040,2018-07-06,SEA,COL,Seattle,0.0,1792.4551436881254
45041,2018-07-06,TOR,NYA,Toronto,0.0,0.0
45042,2018-07-07,ARI,SDN,Phoenix,0.0,481.91831795421524
45043,2018-07-07,CHN,CIN,Chicago,1911.921733357871,405.5294155055259
45044,2018-07-07,MIL,ATL,Milwaukee,2797.1600259564802,1075.7017562557248
45045,2018-07-07,NYN,TBA,New York,0.0,6896.363111635772
45046,2018-07-07,PIT,PHI,Pittsburgh,330.73691421020663,839.1684088950178
45047,2018-07-07,SFN,SLN,San Francisco,559.3369112665672,4139.030509038558
45048,2018-07-07,WAS,MIA,Washington,647.8501040029961,1484.7952207347034
45049,2018-07-07,ANA,LAN,Anaheim,590.7929464473488,39.06753002469757
45050,2018-07-07,CLE,OAK,Cleveland,3260.188257755617,3474.5850359737688
45051,2018-07-07,DET,TEX,Detroit,0.0,1632.731820083063
45052,2018-07-07,HOU,CHA,Houston,369.27131612542723,1038.7504153187713
45053,2018-07-07,KCA,BOS,Kansas City,0.0,7922.845523019674
45054,2018-07-07,MIN,BAL,Minneapolis,1511.137712694077,1511.137712694077
45055,2018-07-07,SEA,COL,Seattle,0.0,1792.4551436881254
45056,2018-07-07,TOR,NYA,Toronto,0.0,0.0
45057,2018-07-08,ARI,SDN,Phoenix,0.0,481.91831795421524
45058,2018-07-08,CHN,CIN,Chicago,1911.921733357871,405.5294155055259
45059,2018-07-08,MIL,ATL,Milwaukee,2797.1600259564802,1075.7017562557248
45060,2018-07-08,NYN,TBA,New York,0.0,6896.363111635772
45061,2018-07-08,PIT,PHI,Pittsburgh,330.73691421020663,839.1684088950178
45062,2018-07-08,SFN,SLN,San Francisco,559.3369112665672,4139.030509038558
45063,2018-07-08,WAS,MIA,Washington,647.8501040029961,1484.7952207347034
45064,2018-07-08,ANA,LAN,Anaheim,590.7929464473488,39.06753002469757
45065,2018-07-08,CLE,OAK,Cleveland,3260.188257755617,3474.5850359737688
45066,2018-07-08,DET,TEX,Detroit,0.0,1632.731820083063
45067,2018-07-08,HOU,CHA,Houston,369.27131612542723,1038.7504153187713
45068,2018-07-08,KCA,BOS,Kansas City,0.0,7922.845523019674
45069,2018-07-08,MIN,BAL,Minneapolis,1511.137712694077,1511.137712694077
45070,2018-07-08,SEA,COL,Seattle,0.0,1792.4551436881254
45071,2018-07-08,TOR,NYA,Toronto,0.0,0.0
45072,2018-07-09,MIA,MIL,Miami,0.0,3655.9293655861343
45073,2018-07-09,NYN,PHI,New York,0.0,1201.1574660257609
45074,2018-07-09,NYN,PHI,New York,0.0,1201.1574660257609
45075,2018-07-09,PIT,WAS,Pittsburgh,330.73691421020663,414.99520785227077
45076,2018-07-09,SDN,LAN,San Diego,0.0,179.0589265853951
45077,2018-07-09,SFN,CHN,San Francisco,559.3369112665672,4175.4954817182615
45078,2018-07-09,BAL,NYA,Baltimore,0.0,536.9665792494985
45079,2018-07-09,BAL,NYA,Baltimore,0.0,536.9665792494985
45080,2018-07-09,BOS,TEX,Boston,6607.42959841644,2523.74643364182
45081,2018-07-09,CLE,CIN,Cleveland,3260.188257755617,358.20979601425205
45082,2018-07-09,HOU,OAK,Houston,369.27131612542723,2635.498135377761
45083,2018-07-09,MIN,KCA,Minneapolis,1511.137712694077,661.7636302695871
45084,2018-07-09,TBA,DET,St. Petersburg,0.0,7145.7062179886225
45085,2018-07-10,ATL,TOR,Atlanta,0.0,1182.0020721300505
45086,2018-07-10,COL,ARI,Denver,942.6026077710117,942.6026077710117
45087,2018-07-10,MIA,MIL,Miami,0.0,3655.9293655861343
45088,2018-07-10,NYN,PHI,New York,0.0,1201.1574660257609
45089,2018-07-10,PIT,WAS,Pittsburgh,330.73691421020663,414.99520785227077
45090,2018-07-10,SDN,LAN,San Diego,0.0,179.0589265853951
45091,2018-07-10,SFN,CHN,San Francisco,559.3369112665672,4175.4954817182615
45092,2018-07-10,ANA,SEA,Anaheim,590.7929464473488,1573.258911092884
45093,2018-07-10,BAL,NYA,Baltimore,0.0,536.9665792494985
45094,2018-07-10,BOS,TEX,Boston,6607.42959841644,2523.74643364182
45095,2018-07-10,CHA,SLN,Chicago,664.9567606340247,1146.7355698523086
45096,2018-07-10,CLE,CIN,Cleveland,3260.188257755617,358.20979601425205
45097,2018-07-10,HOU,OAK,Houston,369.27131612542723,2635.498135377761
45098,2018-07-10,MIN,KCA,Minneapolis,1511.137712694077,661.7636302695871
45099,2018-07-10,TBA,DET,St. Petersburg,0.0,7145.7062179886225
45100,2018-07-11,ATL,TOR,Atlanta,0.0,1182.0020721300505
45101,2018-07-11,COL,ARI,Denver,942.6026077710117,942.6026077710117
45102,2018-07-11,MIA,MIL,Miami,0.0,3655.9293655861343
45103,2018-07-11,NYN,PHI,New York,0.0,1201.1574660257609
45104,2018-07-11,PIT,WAS,Pittsburgh,330.73691421020663,414.99520785227077
45105,2018-07-11,SDN,LAN,San Diego,0.0,179.0589265853951
45106,2018-07-11,SFN,CHN,San Francisco,559.3369112665672,4175.4954817182615
45107,2018-07-11,ANA,SEA,Anaheim,590.7929464473488,1573.258911092884
45108,2018-07-11,BAL,NYA,Baltimore,0.0,536.9665792494985
45109,2018-07-11,BOS,TEX,Boston,6607.42959841644,2523.74643364182
45110,2018-07-11,CHA,SLN,Chicago,664.9567606340247,1146.7355698523086
45111,2018-07-11,CLE,CIN,Cleveland,3260.188257755617,358.20979601425205
45112,2018-07-11,HOU,OAK,Houston,369.27131612542723,2635.498135377761
45113,2018-07-11,MIN,KCA,Minneapolis,1511.137712694077,661.7636302695871
45114,2018-07-11,TBA,DET,St. Petersburg,0.0,7145.7062179886225
45115,2018-07-12,COL,ARI,Denver,942.6026077710117,942.6026077710117
45116,2018-07-12,NYN,WAS,New York,0.0,915.4415067782049
45117,2018-07-12,PIT,MIL,Pittsburgh,330.73691421020663,3408.447657724276
45118,2018-07-12,SDN,LAN,San Diego,0.0,179.0589265853951
45119,2018-07-12,ANA,SEA,Anaheim,590.7929464473488,1573.258911092884
45120,2018-07-12,BAL,PHI,Baltimore,0.0,928.6841492574893
45121,2018-07-12,BOS,TOR,Boston,6607.42959841644,693.4793147463248
45122,2018-07-12,CLE,NYA,Cleveland,3260.188257755617,305.26178960405156
45123,2018-07-12,HOU,OAK,Houston,369.27131612542723,2635.498135377761
45124,2018-07-12,MIN,TBA,Minneapolis,1511.137712694077,7290.366266978277
45125,2018-07-13,ATL,ARI,Atlanta,0.0,2561.969410841943
45126,2018-07-13,COL,SEA,Denver,942.6026077710117,1643.6693950307074
45127,2018-07-13,LAN,ANA,Los Angeles,0.0,552.4822212167869
45128,2018-07-13,MIA,PHI,Miami,0.0,972.4494372160073
45129,2018-07-13,NYN,WAS,New York,0.0,915.4415067782049
45130,2018-07-13,PIT,MIL,Pittsburgh,330.73691421020663,3408.447657724276
45131,2018-07-13,SDN,CHN,San Diego,0.0,3655.9293655861343
45132,2018-07-13,SFN,OAK,San Francisco,559.3369112665672,13.38528682775869
45133,2018-07-13,SLN,CIN,St. Louis,1405.7827860344305,495.5592054504111
45134,2018-07-13,BAL,TEX,Baltimore,0.0,1980.102843370817
45135,2018-07-13,BOS,TOR,Boston,6607.42959841644,693.4793147463248
45136,2018-07-13,CHA,KCA,Chicago,664.9567606340247,664.9567606340247
45137,2018-07-13,CLE,NYA,Cleveland,3260.188257755617,305.26178960405156
45138,2018-07-13,HOU,DET,Houston,369.27131612542723,1778.8860484343656
45139,2018-07-13,MIN,TBA,Minneapolis,1511.137712694077,7290.366266978277
45140,2018-07-14,ATL,ARI,Atlanta,0.0,2561.969410841943
45141,2018-07-14,COL,SEA,Denver,942.6026077710117,1643.6693950307074
45142,2018-07-14,LAN,ANA,Los Angeles,0.0,552.4822212167869
45143,2018-07-14,MIA,PHI,Miami,0.0,972.4494372160073
45144,2018-07-14,NYN,WAS,New York,0.0,915.4415067782049
45145,2018-07-14,PIT,MIL,Pittsburgh,330.73691421020663,3408.447657724276
45146,2018-07-14,PIT,MIL,Pittsburgh,330.73691421020663,3408.447657724276
45147,2018-07-14,SDN,CHN,San Diego,0.0,3655.9293655861343
45148,2018-07-14,SFN,OAK,San Francisco,559.3369112665672,13.38528682775869
45149,2018-07-14,SLN,CIN,St. Louis,1405.7827860344305,495.5592054504111
45150,2018-07-14,BAL,TEX,Baltimore,0.0,1980.102843370817
45151,2018-07-14,BOS,TOR,Boston,6607.42959841644,693.4793147463248
45152,2018-07-14,CHA,KCA,Chicago,664.9567606340247,664.9567606340247
45153,2018-07-14,CLE,NYA,Cleveland,3260.188257755617,305.26178960405156
45154,2018-07-14,HOU,DET,Houston,369.27131612542723,1778.8860484343656
45155,2018-07-14,MIN,TBA,Minneapolis,1511.137712694077,7290.366266978277
45156,2018-07-15,ATL,ARI,Atlanta,0.0,2561.969410841943
45157,2018-07-15,COL,SEA,Denver,942.6026077710117,1643.6693950307074
45158,2018-07-15,LAN,ANA,Los Angeles,0.0,552.4822212167869
45159,2018-07-15,MIA,PHI,Miami,0.0,972.4494372160073
45160,2018-07-15,NYN,WAS,New York,0.0,915.4415067782049
45161,2018-07-15,PIT,MIL,Pittsburgh,330.73691421020663,3408.447657724276
45162,2018-07-15,SDN,CHN,San Diego,0.0,3655.9293655861343
45163,2018-07-15,SFN,OAK,San Francisco,559.3369112665672,13.38528682775869
45164,2018-07-15,SLN,CIN,St. Louis,1405.7827860344305,495.5592054504111
45165,2018-07-15,BAL,TEX,Baltimore,0.0,1980.102843370817
45166,2018-07-15,BOS,TOR,Boston,6607.42959841644,693.4793147463248
45167,2018-07-15,CHA,KCA,Chicago,664.9567606340247,664.9567606340247
45168,2018-07-15,CLE,NYA,Cleveland,3260.188257755617,305.26178960405156
45169,2018-07-15,HOU,DET,Houston,369.27131612542723,1778.8860484343656
45170,2018-07-15,MIN,TBA,Minneapolis,1511.137712694077,7290.366266978277
45171,2018-07-19,CHN,SLN,Chicago,1911.921733357871,1146.7355698523086
45172,2018-07-20,ARI,COL,Phoenix,0.0,0.0
45173,2018-07-20,CHN,SLN,Chicago,1911.921733357871,1146.7355698523086
45174,2018-07-20,CIN,PIT,Cincinnati,0.0,379.46032692348916
45175,2018-07-20,MIL,LAN,Milwaukee,2797.1600259564802,2806.2662667390473
45176,2018-07-20,PHI,SDN,Philadelphia,1071.8284253498955,3818.7754035963553
45177,2018-07-20,WAS,ATL,Washington,647.8501040029961,872.4315734020432
45178,2018-07-20,ANA,HOU,Anaheim,590.7929464473488,1938.5131194406656
45179,2018-07-20,DET,BOS,Detroit,0.0,7145.7062179886225
45180,2018-07-20,KCA,MIN,Kansas City,0.0,1549.7463213541632
45181,2018-07-20,NYA,NYN,New York,551.2472669034609,0.0
45182,2018-07-20,OAK,SFN,Oakland,0.0,552.4822212167869
45183,2018-07-20,SEA,CHA,Seattle,0.0,2423.5598623823344
45184,2018-07-20,TBA,MIA,St. Petersburg,0.0,8612.61458250315
45185,2018-07-20,TEX,CLE,Arlington,0.0,2688.6517471925995
45186,2018-07-20,TOR,BAL,Toronto,0.0,536.9665792494985
45187,2018-07-21,ARI,COL,Phoenix,0.0,0.0
45188,2018-07-21,CHN,SLN,Chicago,1911.921733357871,1146.7355698523086
45189,2018-07-21,CHN,SLN,Chicago,1911.921733357871,1146.7355698523086
45190,2018-07-21,CIN,PIT,Cincinnati,0.0,379.46032692348916
45191,2018-07-21,MIL,LAN,Milwaukee,2797.1600259564802,2806.2662667390473
45192,2018-07-21,ANA,HOU,Anaheim,590.7929464473488,1938.5131194406656
45193,2018-07-21,DET,BOS,Detroit,0.0,7145.7062179886225
45194,2018-07-21,KCA,MIN,Kansas City,0.0,1549.7463213541632
45195,2018-07-21,NYA,NYN,New York,551.2472669034609,0.0
45196,2018-07-21,OAK,SFN,Oakland,0.0,552.4822212167869
45197,2018-07-21,SEA,CHA,Seattle,0.0,2423.5598623823344
45198,2018-07-21,TBA,MIA,St. Petersburg,0.0,8612.61458250315
45199,2018-07-21,TEX,CLE,Arlington,0.0,2688.6517471925995
45200,2018-07-21,TOR,BAL,Toronto,0.0,536.9665792494985
45201,2018-07-22,ARI,COL,Phoenix,0.0,0.0
45202,2018-07-22,CHN,SLN,Chicago,1911.921733357871,1146.7355698523086
45203,2018-07-22,CIN,PIT,Cincinnati,0.0,379.46032692348916
45204,2018-07-22,MIL,LAN,Milwaukee,2797.1600259564802,2806.2662667390473
45205,2018-07-22,PHI,SDN,Philadelphia,1071.8284253498955,3818.7754035963553
45206,2018-07-22,PHI,SDN,Philadelphia,1071.8284253498955,3818.7754035963553
45207,2018-07-22,WAS,ATL,Washington,647.8501040029961,872.4315734020432
45208,2018-07-22,ANA,HOU,Anaheim,590.7929464473488,1938.5131194406656
45209,2018-07-22,DET,BOS,Detroit,0.0,7145.7062179886225
45210,2018-07-22,KCA,MIN,Kansas City,0.0,1549.7463213541632
45211,2018-07-22,OAK,SFN,Oakland,0.0,552.4822212167869
45212,2018-07-22,SEA,CHA,Seattle,0.0,2423.5598623823344
45213,2018-07-22,TBA,MIA,St. Petersburg,0.0,8612.61458250315
45214,2018-07-22,TEX,CLE,Arlington,0.0,2688.6517471925995
45215,2018-07-22,TOR,BAL,Toronto,0.0,536.9665792494985
45216,2018-07-23,CHN,ARI,Chicago,1911.921733357871,2340.6634690553337
45217,2018-07-23,CIN,SLN,Cincinnati,0.0,915.4415067782049
45218,2018-07-23,MIA,ATL,Miami,0.0,972.4494372160073
45219,2018-07-23,MIL,WAS,Milwaukee,2797.1600259564802,522.3574047614876
45220,2018-07-23,NYN,SDN,New York,0.0,3915.39807350928
45221,2018-07-23,PHI,LAN,Philadelphia,1071.8284253498955,3851.941412605929
45222,2018-07-23,ANA,CHA,Anaheim,590.7929464473488,2164.5957432887058
45223,2018-07-23,BAL,BOS,Baltimore,0.0,7149.567186517731
45224,2018-07-23,CLE,PIT,Cleveland,3260.188257755617,145.37871700258734
45225,2018-07-23,KCA,DET,Kansas City,0.0,1037.2899349470083
45226,2018-07-23,TBA,NYA,St. Petersburg,0.0,6864.0681511021585
45227,2018-07-23,TEX,OAK,Arlington,0.0,2349.8221185767593
45228,2018-07-23,TOR,MIN,Toronto,0.0,536.9665792494985
45229,2018-07-24,CHN,ARI,Chicago,1911.921733357871,2340.6634690553337
45230,2018-07-24,CIN,SLN,Cincinnati,0.0,915.4415067782049
45231,2018-07-24,COL,HOU,Denver,942.6026077710117,1050.49226566462
45232,2018-07-24,MIA,ATL,Miami,0.0,972.4494372160073
45233,2018-07-24,MIL,WAS,Milwaukee,2797.1600259564802,522.3574047614876
45234,2018-07-24,NYN,SDN,New York,0.0,3915.39807350928
45235,2018-07-24,PHI,LAN,Philadelphia,1071.8284253498955,3851.941412605929
45236,2018-07-24,ANA,CHA,Anaheim,590.7929464473488,2164.5957432887058
45237,2018-07-24,BAL,BOS,Baltimore,0.0,7149.567186517731
45238,2018-07-24,CLE,PIT,Cleveland,3260.188257755617,145.37871700258734
45239,2018-07-24,KCA,DET,Kansas City,0.0,1037.2899349470083
45240,2018-07-24,SEA,SFN,Seattle,0.0,1543.163181189986
45241,2018-07-24,TBA,NYA,St. Petersburg,0.0,6864.0681511021585
45242,2018-07-24,TEX,OAK,Arlington,0.0,2349.8221185767593
45243,2018-07-24,TOR,MIN,Toronto,0.0,536.9665792494985
45244,2018-07-25,CHN,ARI,Chicago,1911.921733357871,2340.6634690553337
45245,2018-07-25,CIN,SLN,Cincinnati,0.0,915.4415067782049
45246,2018-07-25,COL,HOU,Denver,942.6026077710117,1050.49226566462
45247,2018-07-25,MIL,WAS,Milwaukee,2797.1600259564802,522.3574047614876
45248,2018-07-25,NYN,SDN,New York,0.0,3915.39807350928
45249,2018-07-25,PHI,LAN,Philadelphia,1071.8284253498955,3851.941412605929
45250,2018-07-25,ANA,CHA,Anaheim,590.7929464473488,2164.5957432887058
45251,2018-07-25,CLE,PIT,Cleveland,3260.188257755617,145.37871700258734
45252,2018-07-25,KCA,DET,Kansas City,0.0,1037.2899349470083
45253,2018-07-25,SEA,SFN,Seattle,0.0,1543.163181189986
45254,2018-07-25,TBA,NYA,St. Petersburg,0.0,6864.0681511021585
45255,2018-07-25,TEX,OAK,Arlington,0.0,2349.8221185767593
45256,2018-07-25,TOR,MIN,Toronto,0.0,536.9665792494985
45257,2018-07-26,ATL,LAN,Atlanta,0.0,3116.7441599966605
45258,2018-07-26,CHN,ARI,Chicago,1911.921733357871,2340.6634690553337
45259,2018-07-26,CIN,PHI,Cincinnati,0.0,594.0482509708418
45260,2018-07-26,MIA,WAS,Miami,0.0,1532.1956817089242
45261,2018-07-26,PIT,NYN,Pittsburgh,330.73691421020663,507.4685719603499
45262,2018-07-26,SFN,MIL,San Francisco,559.3369112665672,737.4617928295488
45263,2018-07-26,ANA,CHA,Anaheim,590.7929464473488,2164.5957432887058
45264,2018-07-26,BAL,TBA,Baltimore,0.0,7149.567186517731
45265,2018-07-26,BOS,MIN,Boston,6607.42959841644,578.6208649386037
45266,2018-07-26,NYA,KCA,New York,551.2472669034609,1764.1424387549164
45267,2018-07-26,TEX,OAK,Arlington,0.0,2349.8221185767593
45268,2018-07-27,ATL,LAN,Atlanta,0.0,3116.7441599966605
45269,2018-07-27,CIN,PHI,Cincinnati,0.0,594.0482509708418
45270,2018-07-27,COL,OAK,Denver,942.6026077710117,1515.1090221188033
45271,2018-07-27,MIA,WAS,Miami,0.0,1532.1956817089242
45272,2018-07-27,PIT,NYN,Pittsburgh,330.73691421020663,507.4685719603499
45273,2018-07-27,SDN,ARI,San Diego,0.0,481.91831795421524
45274,2018-07-27,SFN,MIL,San Francisco,559.3369112665672,737.4617928295488
45275,2018-07-27,SLN,CHN,St. Louis,1405.7827860344305,1706.2963552807519
45276,2018-07-27,ANA,SEA,Anaheim,590.7929464473488,1573.258911092884
45277,2018-07-27,BAL,TBA,Baltimore,0.0,7149.567186517731
45278,2018-07-27,BOS,MIN,Boston,6607.42959841644,578.6208649386037
45279,2018-07-27,CHA,TOR,Chicago,664.9567606340247,702.4693684489885
45280,2018-07-27,DET,CLE,Detroit,0.0,3119.28311679125
45281,2018-07-27,HOU,TEX,Houston,369.27131612542723,369.27131612542723
45282,2018-07-28,ATL,LAN,Atlanta,0.0,3116.7441599966605
45283,2018-07-28,CIN,PHI,Cincinnati,0.0,594.0482509708418
45284,2018-07-28,COL,OAK,Denver,942.6026077710117,1515.1090221188033
45285,2018-07-28,MIA,WAS,Miami,0.0,1532.1956817089242
45286,2018-07-28,PIT,NYN,Pittsburgh,330.73691421020663,507.4685719603499
45287,2018-07-28,SDN,ARI,San Diego,0.0,481.91831795421524
45288,2018-07-28,SFN,MIL,San Francisco,559.3369112665672,737.4617928295488
45289,2018-07-28,SLN,CHN,St. Louis,1405.7827860344305,1706.2963552807519
45290,2018-07-28,ANA,SEA,Anaheim,590.7929464473488,1573.258911092884
45291,2018-07-28,BAL,TBA,Baltimore,0.0,7149.567186517731
45292,2018-07-28,BOS,MIN,Boston,6607.42959841644,578.6208649386037
45293,2018-07-28,CHA,TOR,Chicago,664.9567606340247,702.4693684489885
45294,2018-07-28,DET,CLE,Detroit,0.0,3119.28311679125
45295,2018-07-28,HOU,TEX,Houston,369.27131612542723,369.27131612542723
45296,2018-07-28,NYA,KCA,New York,551.2472669034609,1764.1424387549164
45297,2018-07-28,NYA,KCA,New York,551.2472669034609,1764.1424387549164
45298,2018-07-29,ATL,LAN,Atlanta,0.0,3116.7441599966605
45299,2018-07-29,CIN,PHI,Cincinnati,0.0,594.0482509708418
45300,2018-07-29,COL,OAK,Denver,942.6026077710117,1515.1090221188033
45301,2018-07-29,MIA,WAS,Miami,0.0,1532.1956817089242
45302,2018-07-29,PIT,NYN,Pittsburgh,330.73691421020663,507.4685719603499
45303,2018-07-29,SDN,ARI,San Diego,0.0,481.91831795421524
45304,2018-07-29,SFN,MIL,San Francisco,559.3369112665672,737.4617928295488
45305,2018-07-29,SLN,CHN,St. Louis,1405.7827860344305,1706.2963552807519
45306,2018-07-29,ANA,SEA,Anaheim,590.7929464473488,1573.258911092884
45307,2018-07-29,BAL,TBA,Baltimore,0.0,7149.567186517731
45308,2018-07-29,BOS,MIN,Boston,6607.42959841644,578.6208649386037
45309,2018-07-29,CHA,TOR,Chicago,664.9567606340247,702.4693684489885
45310,2018-07-29,DET,CLE,Detroit,0.0,3119.28311679125
45311,2018-07-29,HOU,TEX,Houston,369.27131612542723,369.27131612542723
45312,2018-07-29,NYA,KCA,New York,551.2472669034609,1764.1424387549164
45313,2018-07-30,ARI,TEX,Phoenix,0.0,1398.2893664891412
45314,2018-07-30,ATL,MIA,Atlanta,0.0,972.4494372160073
45315,2018-07-30,LAN,MIL,Los Angeles,0.0,179.0589265853951
45316,2018-07-30,SDN,SFN,San Diego,0.0,179.0589265853951
45317,2018-07-30,SLN,COL,St. Louis,1405.7827860344305,2048.454010383616
45318,2018-07-30,BOS,PHI,Boston,6607.42959841644,1507.219235040713
45319,2018-07-30,MIN,CLE,Minneapolis,1511.137712694077,2245.1635914971234
45320,2018-07-30,OAK,TOR,Oakland,0.0,3639.2913103128753
45321,2018-07-30,SEA,HOU,Seattle,0.0,2688.6517471925995
45322,2018-07-31,ARI,TEX,Phoenix,0.0,1398.2893664891412
45323,2018-07-31,ATL,MIA,Atlanta,0.0,972.4494372160073
45324,2018-07-31,LAN,MIL,Los Angeles,0.0,179.0589265853951
45325,2018-07-31,PIT,CHN,Pittsburgh,330.73691421020663,1626.8677705316793
45326,2018-07-31,SDN,SFN,San Diego,0.0,179.0589265853951
45327,2018-07-31,SLN,COL,St. Louis,1405.7827860344305,2048.454010383616
45328,2018-07-31,WAS,NYN,Washington,647.8501040029961,328.7275182917685
45329,2018-07-31,BOS,PHI,Boston,6607.42959841644,1507.219235040713
45330,2018-07-31,CHA,KCA,Chicago,664.9567606340247,664.9567606340247
45331,2018-07-31,DET,CIN,Detroit,0.0,379.46032692348916
45332,2018-07-31,MIN,CLE,Minneapolis,1511.137712694077,2245.1635914971234
45333,2018-07-31,NYA,BAL,New York,551.2472669034609,272.73605892878385
45334,2018-07-31,OAK,TOR,Oakland,0.0,3639.2913103128753
45335,2018-07-31,SEA,HOU,Seattle,0.0,2688.6517471925995
45336,2018-07-31,TBA,ANA,St. Petersburg,0.0,8877.90062236838
45337,2018-08-01,LAN,MIL,Los Angeles,0.0,179.0589265853951
45338,2018-08-01,PIT,CHN,Pittsburgh,330.73691421020663,1626.8677705316793
45339,2018-08-01,SLN,COL,St. Louis,1405.7827860344305,2048.454010383616
45340,2018-08-01,WAS,NYN,Washington,647.8501040029961,328.7275182917685
45341,2018-08-01,CHA,KCA,Chicago,664.9567606340247,664.9567606340247
45342,2018-08-01,DET,CIN,Detroit,0.0,379.46032692348916
45343,2018-08-01,MIN,CLE,Minneapolis,1511.137712694077,2245.1635914971234
45344,2018-08-01,NYA,BAL,New York,551.2472669034609,272.73605892878385
45345,2018-08-01,OAK,TOR,Oakland,0.0,3639.2913103128753
45346,2018-08-01,SEA,HOU,Seattle,0.0,2688.6517471925995
45347,2018-08-01,TBA,ANA,St. Petersburg,0.0,8877.90062236838
45348,2018-08-02,ARI,SFN,Phoenix,0.0,575.3824785733822
45349,2018-08-02,CHN,SDN,Chicago,1911.921733357871,2792.0553770412857
45350,2018-08-02,LAN,MIL,Los Angeles,0.0,179.0589265853951
45351,2018-08-02,NYN,ATL,New York,0.0,1201.1574660257609
45352,2018-08-02,PHI,MIA,Philadelphia,1071.8284253498955,1640.6391021580625
45353,2018-08-02,SLN,COL,St. Louis,1405.7827860344305,2048.454010383616
45354,2018-08-02,WAS,CIN,Washington,647.8501040029961,647.8501040029961
45355,2018-08-02,BOS,NYA,Boston,6607.42959841644,693.4793147463248
45356,2018-08-02,CHA,KCA,Chicago,664.9567606340247,664.9567606340247
45357,2018-08-02,SEA,TOR,Seattle,0.0,3334.1735367384895
45358,2018-08-02,TBA,ANA,St. Petersburg,0.0,8877.90062236838
45359,2018-08-02,TEX,BAL,Arlington,0.0,1980.102843370817
45360,2018-08-03,ARI,SFN,Phoenix,0.0,575.3824785733822
45361,2018-08-03,CHN,SDN,Chicago,1911.921733357871,2792.0553770412857
45362,2018-08-03,LAN,HOU,Los Angeles,0.0,1968.2823893577572
45363,2018-08-03,MIL,COL,Milwaukee,2797.1600259564802,2355.2363219055746
45364,2018-08-03,NYN,ATL,New York,0.0,1201.1574660257609
45365,2018-08-03,PHI,MIA,Philadelphia,1071.8284253498955,1640.6391021580625
45366,2018-08-03,PIT,SLN,Pittsburgh,330.73691421020663,507.4685719603499
45367,2018-08-03,BOS,NYA,Boston,6607.42959841644,693.4793147463248
45368,2018-08-03,CLE,ANA,Cleveland,3260.188257755617,3474.5850359737688
45369,2018-08-03,MIN,KCA,Minneapolis,1511.137712694077,661.7636302695871
45370,2018-08-03,OAK,DET,Oakland,0.0,3353.596216190899
45371,2018-08-03,SEA,TOR,Seattle,0.0,3334.1735367384895
45372,2018-08-03,TBA,CHA,St. Petersburg,0.0,7922.845523019674
45373,2018-08-03,TEX,BAL,Arlington,0.0,1980.102843370817
45374,2018-08-04,ARI,SFN,Phoenix,0.0,575.3824785733822
45375,2018-08-04,CHN,SDN,Chicago,1911.921733357871,2792.0553770412857
45376,2018-08-04,LAN,HOU,Los Angeles,0.0,1968.2823893577572
45377,2018-08-04,MIL,COL,Milwaukee,2797.1600259564802,2355.2363219055746
45378,2018-08-04,NYN,ATL,New York,0.0,1201.1574660257609
45379,2018-08-04,PHI,MIA,Philadelphia,1071.8284253498955,1640.6391021580625
45380,2018-08-04,PIT,SLN,Pittsburgh,330.73691421020663,507.4685719603499
45381,2018-08-04,WAS,CIN,Washington,647.8501040029961,647.8501040029961
45382,2018-08-04,WAS,CIN,Washington,647.8501040029961,647.8501040029961
45383,2018-08-04,BOS,NYA,Boston,6607.42959841644,693.4793147463248
45384,2018-08-04,CLE,ANA,Cleveland,3260.188257755617,3474.5850359737688
45385,2018-08-04,MIN,KCA,Minneapolis,1511.137712694077,661.7636302695871
45386,2018-08-04,OAK,DET,Oakland,0.0,3353.596216190899
45387,2018-08-04,SEA,TOR,Seattle,0.0,3334.1735367384895
45388,2018-08-04,TBA,CHA,St. Petersburg,0.0,7922.845523019674
45389,2018-08-04,TEX,BAL,Arlington,0.0,1980.102843370817
45390,2018-08-05,ARI,SFN,Phoenix,0.0,575.3824785733822
45391,2018-08-05,CHN,SDN,Chicago,1911.921733357871,2792.0553770412857
45392,2018-08-05,LAN,HOU,Los Angeles,0.0,1968.2823893577572
45393,2018-08-05,MIL,COL,Milwaukee,2797.1600259564802,2355.2363219055746
