,Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp
601,601,20000519,ANA,KCA,False,6,4,ANA01,Angel Stadium of Anaheim,Anaheim,CA,38,9,0,0,1,25,2,1,0,34,5,2,1,4,18,4,0,0
602,602,20000519,BOS,DET,False,3,0,BOS07,Fenway Park,Boston,MA,33,5,0,0,0,16,10,2,0,32,5,0,0,2,18,6,1,0
603,603,20000519,CLE,NYA,False,7,11,CLE08,Progressive Field,Cleveland,OH,48,9,3,0,2,18,8,8,0,45,5,2,0,2,19,10,7,0
604,604,20000519,OAK,MIN,False,2,3,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,40,6,2,0,1,21,4,6,0,33,2,0,0,1,22,5,3,0
605,605,20000519,SEA,TBA,False,7,6,SEA03,Safeco Field,Seattle,WA,38,3,1,0,3,16,9,6,0,38,9,1,0,3,13,7,5,0
606,606,20000519,TOR,CHA,False,3,5,TOR02,Rogers Centre,Toronto,ONT,35,1,3,0,1,18,9,3,0,39,7,4,0,0,18,7,3,0
607,607,20000520,ATL,SDN,False,10,6,ATL02,Turner Field,Atlanta,GA,41,9,3,0,1,16,8,4,0,38,8,1,0,1,17,8,2,1
608,608,20000520,CHN,CIN,True,3,5,CHI11,Wrigley Field,Chicago,IL,36,5,2,0,1,19,5,4,0,40,8,2,0,0,22,5,3,0
609,609,20000520,FLO,LAN,False,6,12,MIA01,Sun Life Stadium,Miami,FL,47,8,3,2,2,15,10,7,0,43,10,2,0,2,17,8,3,1
610,610,20000520,MIL,SFN,False,7,0,MIL05,County Stadium,Milwaukee,WI,31,4,0,0,0,21,5,1,0,34,2,2,0,2,21,4,2,1
611,611,20000520,MON,HOU,False,8,7,MON02,Stade Olympique,Montreal,QUE,41,5,3,0,2,16,11,4,0,41,9,5,0,1,19,5,2,0
612,612,20000520,NYN,ARI,True,8,7,NYC17,Shea Stadium,New York,NY,42,11,1,0,1,18,8,3,0,37,10,0,0,1,19,7,0,0
613,613,20000520,PHI,COL,False,3,4,PHI12,Veterans Stadium,Philadelphia,PA,40,4,1,1,0,21,6,6,1,32,0,0,0,2,22,5,3,0
614,614,20000520,PIT,SLN,False,4,19,PIT07,Three Rivers Stadium,Pittsburgh,PA,55,13,2,1,3,21,7,6,2,37,7,1,0,1,20,4,4,0
615,615,20000520,ANA,KCA,False,9,8,ANA01,Angel Stadium of Anaheim,Anaheim,CA,48,10,2,0,0,22,6,8,0,41,7,1,0,3,17,5,7,1
616,616,20000520,BOS,DET,True,1,2,BOS07,Fenway Park,Boston,MA,38,6,2,0,1,20,6,3,0,36,5,1,0,0,22,4,4,0
617,617,20000520,CLE,NYA,True,3,2,CLE08,Progressive Field,Cleveland,OH,40,6,3,0,0,16,10,5,0,39,5,1,0,1,16,7,9,0
618,618,20000520,OAK,MIN,True,0,3,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,40,7,2,0,0,21,5,5,0,30,3,0,0,0,18,7,2,0
619,619,20000520,SEA,TBA,True,3,4,SEA03,Safeco Field,Seattle,WA,41,6,2,0,0,14,11,8,0,38,4,2,0,2,15,12,3,0
620,620,20000520,TEX,BAL,False,2,1,ARL02,Rangers Ballpark in Arlington,Arlington,TX,33,4,3,0,0,20,4,2,0,28,4,1,0,1,18,4,0,0
621,621,20000520,TOR,CHA,True,2,6,TOR02,Rogers Centre,Toronto,ONT,40,9,2,0,1,19,4,4,1,34,5,0,0,2,24,3,0,0
622,622,20000521,ATL,SDN,True,12,6,ATL02,Turner Field,Atlanta,GA,41,4,3,0,4,17,8,5,0,44,8,5,1,2,16,5,6,1
623,623,20000521,CHN,CIN,True,4,2,CHI11,Wrigley Field,Chicago,IL,40,8,1,0,1,20,7,3,0,31,1,2,0,2,16,8,2,0
624,624,20000521,FLO,LAN,True,3,12,MIA01,Sun Life Stadium,Miami,FL,51,11,3,0,3,23,4,6,1,33,6,0,0,1,20,6,0,0
625,625,20000521,MIL,SFN,True,10,16,MIL05,County Stadium,Milwaukee,WI,57,11,8,0,1,22,5,10,0,42,6,1,0,2,16,11,5,1
626,626,20000521,MON,HOU,True,8,3,MON02,Stade Olympique,Montreal,QUE,35,5,0,0,2,21,6,1,0,38,7,0,1,3,14,9,4,0
627,627,20000521,NYN,ARI,True,7,6,NYC17,Shea Stadium,New York,NY,38,8,0,0,2,21,6,0,1,38,1,5,0,4,9,15,4,0
628,628,20000521,PHI,COL,True,4,3,PHI12,Veterans Stadium,Philadelphia,PA,38,5,1,0,1,16,10,5,0,33,5,0,0,1,16,7,4,0
629,629,20000521,PIT,SLN,True,5,7,PIT07,Three Rivers Stadium,Pittsburgh,PA,43,7,0,2,1,15,12,6,0,37,4,1,0,4,20,6,2,0
630,630,20000521,ANA,KCA,True,6,10,ANA01,Angel Stadium of Anaheim,Anaheim,CA,45,9,2,0,3,24,3,4,0,37,4,1,0,2,20,6,4,0
631,631,20000521,BOS,DET,True,5,7,BOS07,Fenway Park,Boston,MA,41,6,4,0,1,19,8,3,0,43,10,1,0,1,15,12,4,0
632,632,20000521,CLE,NYA,True,6,1,CLE08,Progressive Field,Cleveland,OH,32,3,1,0,0,21,3,4,0,39,6,2,0,3,16,7,4,1
633,633,20000521,OAK,MIN,True,13,4,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,42,8,2,0,1,18,8,5,0,44,11,1,0,3,18,5,4,2
634,634,20000521,SEA,TBA,True,8,4,SEA03,Safeco Field,Seattle,WA,40,9,1,0,0,16,9,5,0,41,9,3,0,4,19,3,3,0
635,635,20000521,TEX,BAL,False,6,5,ARL02,Rangers Ballpark in Arlington,Arlington,TX,42,8,5,0,1,17,7,4,0,36,5,0,0,2,20,2,7,0
636,636,20000521,TOR,CHA,True,1,2,TOR02,Rogers Centre,Toronto,ONT,32,1,0,0,0,20,9,2,0,33,1,4,0,1,15,11,1,0
637,637,20000522,LAN,CIN,False,4,3,LOS03,Dodger Stadium,Los Angeles,CA,54,7,2,0,1,35,8,1,0,56,6,1,0,2,27,11,9,0
638,638,20000522,MIL,HOU,True,10,9,MIL05,County Stadium,Milwaukee,WI,50,7,4,1,1,25,5,6,1,42,10,3,0,1,19,6,3,0
639,639,20000522,MIL,HOU,False,6,1,MIL05,County Stadium,Milwaukee,WI,38,5,1,0,1,23,5,3,0,36,5,1,0,2,19,4,5,0
640,640,20000522,SDN,NYN,False,1,0,SAN01,Qualcomm Stadium,San Diego,CA,35,5,0,0,0,22,6,2,0,30,4,0,1,0,19,4,2,0
641,641,20000522,TOR,CHA,True,4,3,TOR02,Rogers Centre,Toronto,ONT,36,3,2,0,1,17,8,4,1,38,7,3,0,1,16,8,3,0
642,642,20000523,ARI,PIT,False,6,1,PHO01,Chase Field,Phoenix,AZ,32,7,0,1,0,20,3,1,0,38,7,2,1,1,19,3,4,1
643,643,20000523,COL,CHN,False,10,7,DEN02,Coors Field,Denver,CO,39,6,0,0,3,20,7,2,1,35,4,2,1,3,11,10,4,0
644,644,20000523,HOU,PHI,False,10,2,HOU03,Minute Maid Park,Houston,TX,37,6,2,0,0,17,7,4,1,40,8,3,0,2,19,4,4,0
645,645,20000523,LAN,CIN,False,1,3,LOS03,Dodger Stadium,Los Angeles,CA,38,2,3,0,2,18,8,5,0,34,2,1,0,0,18,8,4,1
646,646,20000523,MIL,ATL,False,7,6,MIL05,County Stadium,Milwaukee,WI,39,4,1,0,0,17,7,8,2,36,3,2,0,2,17,9,3,0
647,647,20000523,SDN,NYN,True,3,5,SAN01,Qualcomm Stadium,San Diego,CA,38,2,1,0,3,19,11,2,0,39,3,3,0,1,19,10,2,1
648,648,20000523,SFN,MON,False,2,3,SFO03,Oracle Park,San Francisco,CA,38,6,3,0,2,22,4,1,0,34,3,4,0,1,17,8,1,0
649,649,20000523,SLN,FLO,False,10,3,STL09,Busch Stadium II,St. Louis,MO,35,1,2,0,2,16,11,3,0,42,7,3,0,3,17,7,5,0
650,650,20000523,BAL,SEA,False,4,2,BAL12,Oriole Park at Camden Yards,Baltimore,MD,38,7,0,0,1,21,5,4,0,33,3,0,0,3,21,3,3,0
651,651,20000523,BOS,TOR,False,2,3,BOS07,Fenway Park,Boston,MA,37,6,0,0,1,18,9,3,0,39,8,1,0,0,20,4,5,1
652,652,20000523,CHA,NYA,False,8,2,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,38,9,0,0,0,16,9,4,0,36,6,0,0,5,15,9,1,0
653,653,20000523,DET,CLE,False,10,4,DET05,Comerica Park,Detroit,MI,40,8,2,0,1,19,6,4,0,43,12,2,0,2,15,7,5,0
654,654,20000523,KCA,TEX,False,3,4,KAN06,Kauffman Stadium,Kansas City,MO,36,4,1,0,2,24,2,3,0,38,5,2,0,2,21,6,2,0
655,655,20000523,MIN,ANA,False,4,7,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,45,7,3,0,2,19,8,6,0,36,3,3,0,1,20,6,3,0
656,656,20000523,TBA,OAK,False,6,4,STP01,Tropicana Field,St. Petersburg,FL,42,8,1,0,1,21,6,5,0,38,8,2,0,1,17,5,5,0
657,657,20000524,ARI,PIT,False,6,5,PHO01,Chase Field,Phoenix,AZ,36,5,1,0,2,21,4,3,0,36,6,3,0,0,14,10,3,0
658,658,20000524,COL,CHN,False,9,4,DEN02,Coors Field,Denver,CO,41,8,2,0,2,13,14,2,0,35,2,1,0,5,17,7,3,0
659,659,20000524,HOU,PHI,False,7,9,HOU03,Minute Maid Park,Houston,TX,42,7,1,2,3,19,6,4,0,40,3,3,0,3,20,5,5,1
660,660,20000524,LAN,CIN,False,3,10,LOS03,Dodger Stadium,Los Angeles,CA,50,7,1,2,1,19,8,10,2,37,4,3,0,0,19,8,2,1
661,661,20000524,MIL,ATL,False,2,11,MIL05,County Stadium,Milwaukee,WI,45,12,4,0,1,19,7,2,0,33,4,0,0,1,20,7,1,0
662,662,20000524,SDN,NYN,False,5,4,SAN01,Qualcomm Stadium,San Diego,CA,37,5,1,0,1,20,7,3,0,38,5,3,0,3,19,4,4,0
663,663,20000524,SFN,MON,False,18,0,SFO03,Oracle Park,San Francisco,CA,33,7,0,0,0,18,7,1,0,48,13,1,1,3,18,7,4,1
664,664,20000524,SLN,FLO,False,5,1,STL09,Busch Stadium II,St. Louis,MO,34,2,3,0,0,21,5,3,0,35,6,3,0,2,17,4,3,0
665,665,20000524,BAL,SEA,False,4,3,BAL12,Oriole Park at Camden Yards,Baltimore,MD,35,5,1,0,1,17,8,3,0,35,7,1,0,0,20,3,3,1
666,666,20000524,BOS,TOR,False,6,3,BOS07,Fenway Park,Boston,MA,43,8,2,0,0,27,5,1,0,49,8,0,0,1,23,8,8,1
667,667,20000524,CHA,NYA,False,4,12,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,48,15,2,0,1,16,10,4,0,37,3,1,1,2,23,5,2,0
668,668,20000524,DET,CLE,False,10,9,DET05,Comerica Park,Detroit,MI,46,9,3,0,4,18,8,3,1,44,8,4,0,0,21,3,7,1
669,669,20000524,KCA,TEX,False,3,0,KAN06,Kauffman Stadium,Kansas City,MO,37,5,1,0,0,21,7,3,0,34,5,2,1,0,22,2,1,1
670,670,20000524,MIN,ANA,False,5,6,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,46,14,2,0,2,17,11,0,0,41,3,3,1,0,23,6,5,0
671,671,20000524,TBA,OAK,False,2,9,STP01,Tropicana Field,St. Petersburg,FL,41,9,1,0,2,17,10,2,0,37,3,2,0,1,16,11,3,1
672,672,20000525,ARI,PIT,False,7,5,PHO01,Chase Field,Phoenix,AZ,41,6,2,0,1,23,3,5,1,39,8,3,1,0,13,9,5,0
673,673,20000525,COL,CHN,True,5,6,DEN02,Coors Field,Denver,CO,36,4,2,0,3,20,6,1,0,41,8,1,0,1,18,9,4,0
674,674,20000525,HOU,PHI,False,10,6,HOU03,Minute Maid Park,Houston,TX,37,3,1,1,3,20,7,2,0,36,6,1,0,4,19,4,2,0
675,675,20000525,MIL,ATL,True,3,7,MIL05,County Stadium,Milwaukee,WI,45,7,4,0,1,25,3,5,0,38,4,0,0,2,22,5,5,0
676,676,20000525,SFN,MON,True,4,1,SFO03,Oracle Park,San Francisco,CA,35,5,1,0,0,17,10,2,0,35,7,1,0,1,17,6,3,0
677,677,20000525,SLN,FLO,True,7,6,STL09,Busch Stadium II,St. Louis,MO,38,6,1,0,4,14,13,0,0,38,6,1,0,2,15,8,5,1
678,678,20000525,BAL,SEA,False,5,1,BAL12,Oriole Park at Camden Yards,Baltimore,MD,37,5,0,0,0,18,9,5,0,37,6,3,0,0,18,5,4,1
679,679,20000525,BOS,TOR,False,6,11,BOS07,Fenway Park,Boston,MA,44,10,2,2,3,19,6,2,0,43,9,3,0,1,21,7,2,0
680,680,20000525,CHA,NYA,False,0,7,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,40,8,2,0,2,21,5,2,0,32,4,0,0,0,22,4,1,1
681,681,20000525,DET,CLE,False,1,4,DET05,Comerica Park,Detroit,MI,35,4,2,1,2,21,3,1,1,35,5,0,0,0,17,8,5,0
682,682,20000525,KCA,TEX,False,3,5,KAN06,Kauffman Stadium,Kansas City,MO,40,5,1,0,2,21,6,5,0,39,8,2,0,0,20,7,2,0
683,683,20000525,MIN,ANA,True,1,3,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,36,7,1,0,1,17,8,2,0,34,6,1,0,0,22,3,2,0
684,684,20000525,TBA,OAK,False,3,6,STP01,Tropicana Field,St. Petersburg,FL,36,4,2,1,1,20,6,1,1,35,4,3,0,1,20,5,2,0
685,685,20000526,ARI,MIL,False,9,2,PHO01,Chase Field,Phoenix,AZ,37,5,1,0,0,16,10,5,0,38,8,0,0,1,23,1,5,0
686,686,20000526,CIN,FLO,False,3,2,CIN08,Cinergy Field,Cincinnati,OH,37,6,1,0,1,17,8,3,1,34,6,0,0,2,17,4,5,0
687,687,20000526,COL,PIT,False,1,2,DEN02,Coors Field,Denver,CO,36,5,3,0,0,23,3,2,0,32,4,1,0,1,23,2,1,0
688,688,20000526,HOU,ATL,False,5,4,HOU03,Minute Maid Park,Houston,TX,41,8,2,0,1,20,9,1,0,45,6,2,1,1,21,8,6,0
689,689,20000526,LAN,PHI,False,11,4,LOS03,Dodger Stadium,Los Angeles,CA,38,6,0,1,1,19,9,2,0,39,5,2,0,3,19,6,4,0
690,690,20000526,SDN,MON,False,6,2,SAN01,Qualcomm Stadium,San Diego,CA,37,4,2,0,0,23,6,2,0,36,9,2,0,0,20,3,2,0
691,691,20000526,SFN,CHN,False,5,3,SFO03,Oracle Park,San Francisco,CA,34,4,2,0,2,24,2,0,0,35,6,2,1,1,13,10,2,0
692,692,20000526,SLN,NYN,False,2,5,STL09,Busch Stadium II,St. Louis,MO,44,6,3,0,0,21,5,9,0,39,5,3,0,1,20,7,2,1
693,693,20000526,BAL,OAK,False,8,3,BAL12,Oriole Park at Camden Yards,Baltimore,MD,36,4,1,0,1,19,8,3,0,42,7,2,0,4,16,7,6,0
694,694,20000526,CHA,CLE,False,5,3,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,36,4,2,0,2,19,8,1,0,31,3,1,1,1,14,8,3,0
695,695,20000526,DET,TOR,False,2,8,DET05,Comerica Park,Detroit,MI,43,9,2,0,1,21,5,5,0,40,2,4,0,1,23,6,4,0
696,696,20000526,KCA,ANA,False,9,4,KAN06,Kauffman Stadium,Kansas City,MO,36,2,1,1,2,21,6,3,0,40,5,3,1,5,19,2,4,1
697,697,20000526,MIN,TEX,False,10,2,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,36,2,3,0,0,18,9,4,0,44,10,5,0,1,18,4,5,1
698,698,20000526,NYA,BOS,False,1,4,NYC16,Yankee Stadium I,New York,NY,38,6,1,0,1,19,7,4,0,35,5,2,0,1,19,7,0,1
699,699,20000526,TBA,SEA,False,4,11,STP01,Tropicana Field,St. Petersburg,FL,47,11,2,0,2,16,9,7,0,37,6,2,0,1,18,8,2,0
700,700,20000527,ARI,MIL,True,7,3,PHO01,Chase Field,Phoenix,AZ,35,3,2,1,0,21,5,3,0,43,11,1,0,2,17,6,5,1
701,701,20000527,CIN,FLO,False,6,8,CIN08,Cinergy Field,Cincinnati,OH,53,7,2,0,3,19,11,11,0,46,6,1,1,0,25,6,7,0
702,702,20000527,COL,PIT,True,7,6,DEN02,Coors Field,Denver,CO,38,9,2,0,1,20,4,2,0,40,8,0,0,2,16,7,7,0
703,703,20000527,HOU,ATL,True,5,6,HOU03,Minute Maid Park,Houston,TX,37,5,1,0,3,23,3,2,0,42,7,1,0,2,19,6,7,0
704,704,20000527,LAN,PHI,False,6,7,LOS03,Dodger Stadium,Los Angeles,CA,43,6,0,0,3,15,10,9,0,43,6,3,0,1,16,11,5,1
705,705,20000527,SDN,MON,False,4,2,SAN01,Qualcomm Stadium,San Diego,CA,41,6,1,0,0,19,8,6,1,32,7,1,0,2,15,6,1,0
706,706,20000527,SFN,CHN,True,2,3,SFO03,Oracle Park,San Francisco,CA,46,0,2,0,2,18,15,9,0,45,6,2,1,0,23,8,4,1
707,707,20000527,SLN,NYN,False,8,12,STL09,Busch Stadium II,St. Louis,MO,51,8,3,0,4,23,6,7,0,43,9,1,0,1,13,10,9,0
708,708,20000527,BAL,OAK,False,0,4,BAL12,Oriole Park at Camden Yards,Baltimore,MD,43,6,4,1,0,22,5,5,0,33,2,0,0,0,20,6,5,0
709,709,20000527,CHA,CLE,False,14,3,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,39,7,1,0,1,19,8,3,0,46,7,6,1,2,17,7,5,1
710,710,20000527,DET,TOR,False,4,3,DET05,Comerica Park,Detroit,MI,36,6,1,0,0,15,9,5,0,36,5,1,0,1,20,2,6,1
711,711,20000527,KCA,ANA,False,6,5,KAN06,Kauffman Stadium,Kansas City,MO,41,7,1,0,1,19,7,6,0,44,7,0,0,1,23,4,9,0
712,712,20000527,MIN,TEX,False,10,5,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,40,1,4,2,1,24,4,4,0,40,5,2,1,2,21,3,5,1
713,713,20000527,NYA,BOS,True,8,3,NYC16,Yankee Stadium I,New York,NY,39,7,1,0,1,20,7,2,1,37,7,0,0,4,18,4,2,2
714,714,20000527,TBA,SEA,True,3,6,STP01,Tropicana Field,St. Petersburg,FL,43,9,2,0,0,19,8,5,0,34,2,1,0,1,18,8,3,1
715,715,20000528,ARI,MIL,True,3,4,PHO01,Chase Field,Phoenix,AZ,43,8,2,0,1,19,12,1,0,43,6,2,0,0,19,10,3,3
716,716,20000528,CIN,FLO,True,1,3,CIN08,Cinergy Field,Cincinnati,OH,40,6,1,0,1,16,11,5,0,37,9,1,0,0,17,8,2,0
717,717,20000528,COL,PIT,True,11,2,DEN02,Coors Field,Denver,CO,34,4,2,0,1,17,9,1,0,44,11,4,1,1,19,3,5,0
718,718,20000528,HOU,ATL,True,4,3,HOU03,Minute Maid Park,Houston,TX,39,5,1,0,2,16,10,5,0,33,1,2,0,2,16,8,4,0
719,719,20000528,LAN,PHI,True,2,4,LOS03,Dodger Stadium,Los Angeles,CA,41,9,3,0,0,20,6,3,0,35,3,2,0,1,20,4,4,1
720,720,20000528,SDN,MON,True,4,3,SAN01,Qualcomm Stadium,San Diego,CA,39,6,1,0,1,15,12,4,0,33,3,2,1,0,21,3,2,1
721,721,20000528,SFN,CHN,True,1,4,SFO03,Oracle Park,San Francisco,CA,42,4,3,0,1,24,5,5,0,36,3,2,0,0,17,8,6,0
722,722,20000528,SLN,NYN,True,2,6,STL09,Busch Stadium II,St. Louis,MO,39,5,3,0,3,19,7,2,0,33,3,3,0,0,19,7,1,0
723,723,20000528,CHA,CLE,True,3,12,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,48,8,5,0,2,22,6,5,0,40,3,3,0,1,14,13,6,0
724,724,20000528,DET,TOR,True,7,12,DET05,Comerica Park,Detroit,MI,45,11,2,0,2,24,4,1,1,40,6,2,0,3,22,6,1,0
725,725,20000528,KCA,ANA,True,4,8,KAN06,Kauffman Stadium,Kansas City,MO,43,8,1,0,4,20,6,4,0,38,9,1,0,0,23,4,1,0
726,726,20000528,MIN,TEX,True,4,3,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,35,5,1,1,1,17,9,1,0,33,5,1,0,1,17,6,3,0
727,727,20000528,NYA,BOS,False,0,2,NYC16,Yankee Stadium I,New York,NY,30,3,0,1,1,12,13,0,0,33,3,1,0,0,17,9,1,2
728,728,20000528,TBA,SEA,True,14,4,STP01,Tropicana Field,St. Petersburg,FL,35,3,0,0,2,21,6,3,0,49,15,3,0,2,19,4,6,0
729,729,20000529,ARI,SLN,True,0,3,PHO01,Chase Field,Phoenix,AZ,37,5,0,0,0,20,6,6,0,33,5,1,0,0,19,8,0,0
730,730,20000529,CHN,ATL,True,0,1,CHI11,Wrigley Field,Chicago,IL,30,1,0,0,1,14,13,1,0,35,4,2,0,0,18,8,2,1
731,731,20000529,COL,HOU,True,8,7,DEN02,Coors Field,Denver,CO,45,7,2,1,2,14,13,5,1,44,12,1,0,2,18,4,7,0
732,732,20000529,LAN,NYN,True,4,1,LOS03,Dodger Stadium,Los Angeles,CA,39,3,1,0,0,21,6,8,0,34,6,1,0,1,17,4,3,2
733,733,20000529,PIT,FLO,False,10,4,PIT07,Three Rivers Stadium,Pittsburgh,PA,40,8,3,0,0,18,7,4,0,45,9,4,0,0,21,4,7,0
734,734,20000529,SDN,MIL,False,3,8,SAN01,Qualcomm Stadium,San Diego,CA,44,6,3,0,1,17,10,6,1,36,6,1,0,1,22,4,2,0
735,735,20000529,SFN,PHI,True,7,2,SFO03,Oracle Park,San Francisco,CA,32,2,2,0,0,20,4,4,0,40,9,4,0,0,12,10,5,0
736,736,20000529,CLE,ANA,True,2,3,CLE08,Progressive Field,Cleveland,OH,37,3,0,0,1,22,8,3,0,40,3,2,0,0,20,9,6,0
737,737,20000529,DET,TEX,False,2,3,DET05,Comerica Park,Detroit,MI,35,4,1,0,2,19,7,2,0,35,9,2,0,0,19,4,1,0
738,738,20000529,NYA,OAK,True,4,1,NYC16,Yankee Stadium I,New York,NY,31,0,1,0,1,24,3,1,1,33,3,1,1,1,20,3,2,2
739,739,20000529,SEA,CHA,False,5,4,SEA03,Safeco Field,Seattle,WA,32,4,1,0,2,21,3,1,0,35,4,1,0,1,13,10,6,0
740,740,20000529,TBA,BAL,True,1,5,STP01,Tropicana Field,St. Petersburg,FL,38,5,2,0,2,22,3,4,0,39,12,1,0,0,21,5,0,0
741,741,20000530,ARI,SLN,False,1,6,PHO01,Chase Field,Phoenix,AZ,39,7,1,1,1,20,6,3,0,35,5,0,0,0,21,6,3,0
742,742,20000530,CHN,ATL,False,2,5,CHI11,Wrigley Field,Chicago,IL,38,3,3,1,2,20,7,2,0,36,7,1,0,1,20,4,3,0
743,743,20000530,CIN,MON,False,4,2,CIN08,Cinergy Field,Cincinnati,OH,32,2,1,0,0,20,8,1,0,33,3,0,0,2,19,5,3,1
744,744,20000530,COL,HOU,False,10,7,DEN02,Coors Field,Denver,CO,38,8,3,0,1,18,4,3,1,43,8,4,0,0,21,3,7,0
745,745,20000530,LAN,NYN,False,5,10,LOS03,Dodger Stadium,Los Angeles,CA,48,9,3,0,1,17,10,8,0,43,9,3,0,1,20,7,3,0
746,746,20000530,PIT,FLO,False,3,2,PIT07,Three Rivers Stadium,Pittsburgh,PA,36,4,0,0,1,17,12,2,0,40,7,3,0,1,22,4,3,0
747,747,20000530,SDN,MIL,False,6,3,SAN01,Qualcomm Stadium,San Diego,CA,37,4,3,1,1,18,8,2,0,38,6,5,0,0,13,8,6,0
748,748,20000530,SFN,PHI,False,7,3,SFO03,Oracle Park,San Francisco,CA,35,5,1,1,1,19,7,1,0,36,9,1,0,2,19,2,3,0
749,749,20000530,BOS,KCA,False,8,2,BOS07,Fenway Park,Boston,MA,34,6,2,0,0,17,7,1,1,40,7,2,0,3,17,5,6,0
750,750,20000530,CLE,ANA,False,6,1,CLE08,Progressive Field,Cleveland,OH,37,8,0,1,0,20,5,3,0,35,6,3,0,0,19,3,4,0
751,751,20000530,DET,TEX,False,7,4,DET05,Comerica Park,Detroit,MI,34,5,4,0,0,20,4,1,0,38,10,1,1,1,18,4,3,0
752,752,20000530,NYA,OAK,False,4,7,NYC16,Yankee Stadium I,New York,NY,45,7,4,0,0,20,6,7,1,42,5,2,0,3,19,7,6,0
753,753,20000530,SEA,CHA,False,1,2,SEA03,Safeco Field,Seattle,WA,32,2,0,0,2,17,9,2,0,33,5,0,0,0,18,7,3,0
754,754,20000530,TBA,BAL,False,7,8,STP01,Tropicana Field,St. Petersburg,FL,40,3,4,1,4,19,7,2,0,43,11,2,0,1,21,7,1,0
755,755,20000530,TOR,MIN,False,1,4,TOR02,Rogers Centre,Toronto,ONT,43,8,1,0,1,17,7,9,0,37,3,2,0,0,22,6,4,0
756,756,20000531,ARI,SLN,False,6,2,PHO01,Chase Field,Phoenix,AZ,36,7,2,0,1,10,13,3,0,35,6,2,0,0,19,5,3,0
757,757,20000531,CIN,MON,False,4,10,CIN08,Cinergy Field,Cincinnati,OH,43,10,4,0,2,20,6,1,0,33,1,4,0,1,16,11,0,0
758,758,20000531,COL,HOU,False,8,6,DEN02,Coors Field,Denver,CO,40,13,0,0,1,21,4,0,1,42,6,2,1,3,22,3,5,0
759,759,20000531,LAN,NYN,False,4,3,LOS03,Dodger Stadium,Los Angeles,CA,36,5,1,0,2,19,6,3,0,33,3,1,0,2,16,9,2,0
760,760,20000531,PIT,FLO,False,5,2,PIT07,Three Rivers Stadium,Pittsburgh,PA,37,9,2,0,1,16,7,2,0,33,2,1,0,2,18,7,3,0
761,761,20000531,SDN,MIL,False,9,5,SAN01,Qualcomm Stadium,San Diego,CA,39,7,2,0,1,19,6,4,0,45,3,4,2,0,21,3,12,0
762,762,20000531,SFN,PHI,False,10,4,SFO03,Oracle Park,San Francisco,CA,38,3,4,0,2,23,4,2,0,40,10,1,0,3,18,2,6,0
763,763,20000531,BOS,KCA,False,7,9,BOS07,Fenway Park,Boston,MA,45,9,3,1,1,22,5,4,0,46,6,5,0,1,18,9,5,2
764,764,20000531,CLE,ANA,False,7,3,CLE08,Progressive Field,Cleveland,OH,44,13,0,0,1,16,10,4,0,38,4,1,0,5,17,6,4,1
765,765,20000531,DET,TEX,False,5,13,DET05,Comerica Park,Detroit,MI,49,9,5,1,1,21,6,5,1,46,10,1,0,0,24,4,6,1
766,766,20000531,NYA,OAK,False,7,8,NYC16,Yankee Stadium I,New York,NY,43,7,0,0,2,20,6,8,0,41,5,3,1,2,19,6,5,0
767,767,20000531,SEA,CHA,True,3,4,SEA03,Safeco Field,Seattle,WA,37,4,1,0,1,22,6,2,1,45,5,0,0,1,19,9,11,0
768,768,20000531,TBA,BAL,False,4,3,STP01,Tropicana Field,St. Petersburg,FL,37,9,0,0,0,18,8,1,1,34,5,0,0,1,18,6,3,1
769,769,20000531,TOR,MIN,False,4,2,TOR02,Rogers Centre,Toronto,ONT,36,8,0,0,1,17,10,0,0,30,3,1,0,2,21,3,0,0
770,770,20000601,ARI,SLN,False,4,0,PHO01,Chase Field,Phoenix,AZ,34,4,0,0,0,20,7,2,1,34,3,1,0,3,17,6,4,0
771,771,20000601,CHN,ATL,True,5,3,CHI11,Wrigley Field,Chicago,IL,32,5,0,0,1,15,9,2,0,39,4,4,0,1,15,9,6,0
